school_name,city,state,zip,school_url,price_calculator_url,in_state_tuition,out_of_state_tuition,attendance_cost,median_debt,student_size,net_price_public,net_price_private,median_earnings_10yrs,completion_rate,admission_rate,sat_average,first_generation,median_family_income,age_entry,completion_rate_imputed,admission_rate_imputed,sat_average_imputed,first_generation_imputed
Yeshiva of Machzikai Hadas,Brooklyn,NY,11219-1408,https://yeshivaofmachzikaihadas.com/,https://yeshivaofmachzikaihadas.com/links/,10800,10800,29350,13500.0,431,0,15121,0,0.5621,0.7174,,,17059,17,False,False,True,True
Aveda Institute-Columbus,Columbus,OH,43214,https://avedafi.edu/columbus/,https://static.avedafi.edu/net-price-calculator/AIC/npcalc.html,0,0,0,6333.0,251,0,21425,30231,0.6169,,,0.426056338,21830,24,False,True,True,False
Paul Mitchell the School-Cincinnati,Cincinnati,OH,45241,paulmitchell.edu/cincinnati,paulmitchell.edu/cincinnati/tuition-calculator,0,0,0,12500.0,241,0,17416,28363,0.7154,,,0.4873294347,20586,24,False,True,True,False
Hands on Therapy,Mesquite,TX,75149,www.handsontherapyschools.com/,www.handsontherapyschools.com/npcalc.htm,0,0,0,7917.0,50,0,18825,28323,0.6842,,,0.4852941176,15146,30,False,True,True,False
MediaTech Institute-Dallas,Dallas,TX,75234,https://www.mediatech.edu/,https://mediatech.edu/Calculator/,0,0,0,20000.0,204,0,18613,33293,0.59,,,0.3645320197,18321,26,False,True,True,False
Aveda Arts & Sciences Institute-San Antonio,San Antonio,TX,78259-2792,https://avedaarts.edu/,https://avedaarts.edu/program-information/2019/net-price-calculator/npcalc-sanantonio.htm,0,0,0,7916.0,225,0,17937,32162,0.6902,,,0.4776632302,23403,25,False,True,True,False
Skin Science Institute,Sandy,UT,84094,skinscienceinstitute.com/,skinscienceinstitute.com/net-price-calculator/,0,0,0,7667.0,161,0,18969,27153,0.8889,,,0.3909774436,26804,26,False,True,True,False
Pacific Northwest University of Health Sciences,Yakima,WA,98901,https://www.pnwu.edu/,nces.ed.gov,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
The Chicago School of Professional Psychology at Anaheim,Anaheim,CA,92806,https://www.thechicagoschool.edu/anaheim/,https://www.thechicagoschool.edu/admissions/financial-aid/funding-your-education/,0,0,0,20000.0,0,0,0,56899,,,,0.4642857143,18495,31,True,True,True,False
Fortis College-Dothan,Dothan,AL,36303,https://www.fortiscollege.edu/,https://www.fortis.edu/content/dam/fortis/compliance/netpricecalc/npcalc-fortis_dothan.htm,0,0,0,9500.0,127,0,15746,32754,0.5173,,,0.5291902072,11731,27,False,True,True,False
Fortis Institute-Pensacola,Pensacola,FL,32514,www.fortis.edu/,www.fortis.edu/content/dam/fortis/compliance/netpricecalc/npcalc-fortis_pensacola.htm,14754,14754,32147,9500.0,626,0,26486,26652,0.5671,,,0.5390663391,14377,27,False,True,True,False
Fortis College-Montgomery,Montgomery,AL,36109,https://www.fortis.edu/,https://www.fortis.edu/content/dam/fortis/compliance/netpricecalc/npcalc-fortis_montgomery.htm,0,0,0,9500.0,215,0,21264,26652,0.5539,,,0.5390663391,14377,27,False,True,True,False
Woodland Community College,Woodland,CA,95776,https://wcc.yccd.edu/,https://wcc.yccd.edu/student/financialaid/calculator/,1124,6380,11093,13500.0,2832,4350,0,40042,0.3138,,,0.5843137255,16734,26,False,True,True,False
Fortis Institute-Birmingham,Birmingham,AL,35211,www.fortis.edu/,www.fortis.edu/content/dam/fortis/compliance/netpricecalc/npcalc-fortis_birmingham.htm,14979,14979,32964,12346.0,381,0,28418,32886,0.4583,,,0.5462184874,16203,29,False,True,True,False
The Chicago School of Professional Psychology at Los Angeles,Los Angeles,CA,90017,https://www.thechicagoschool.edu/los-angeles/,https://www.thechicagoschool.edu/admissions/financial-aid/funding-your-education/,13224,13224,42000,20000.0,284,0,38052,56899,,0.5405,,0.4642857143,18495,31,True,False,True,False
Cardiac and Vascular Institute of Ultrasound,Mobile,AL,36606,www.ultrasound.edu/,www.ultrasound.edu/financial-aid,0,0,0,19160.0,51,0,0,52669,,,,,21551,28,True,True,True,True
Studio Academy of Beauty,Chandler,AZ,85224,www.tsaob.com/,www.tsaob.com/FACalc/coscalc.htm,0,0,0,6221.0,679,0,18320,27201,0.7462,,,0.5071770335,16343,26,False,True,True,False
California Nurses Educational Institute,Palm Springs,CA,92264,https://www.cnei.edu/,https://cnei.edu/calc/npcalc.htm,0,0,0,16941.0,205,0,17024,46895,0.8225,,,0.5764705882,18014,27,False,True,True,False
Paul Mitchell the School-Sacramento,Sacramento,CA,95825,paulmitchell.edu/sacramento/,paulmitchell.edu/sacramento/programs/cosmetology,0,0,0,6333.0,363,0,17794,30336,0.7904,,,0.466367713,19434,24,False,True,True,False
Providence Christian College,Pasadena,CA,91101,www.providencecc.edu/,www.providencecc.edu/NetPriceCalculator/npcalc.htm,33884,33884,50947,25000.0,136,0,17272,46264,0.3866,0.8712,,0.3025210084,63909,20,False,False,True,False
Oxford Academy of Hair Design Inc,Seymour,CT,06483,www.oxfordhairacademy.com/,www.oxfordhairacademynetprice.com/index.html,0,0,0,6333.0,101,0,12391,0,0.7765,,,0.4942528736,18792,24,False,True,True,False
Institute of World Politics,Washington,DC,20036,www.iwp.edu/,www.iwp.edu/wp-content/uploads/2022/11/index.html,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Pontifical John Paul II Institute for Studies on Marriage and Family,Washington,DC,20064-9997,www.johnpaulii.edu/,Not Available. We will work on replacing this,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Medical Institute of Palm Beach,Greenacres,FL,33463,https://www.medicalinstitutepb.edu/,https://www.medicalinstitutepb.edu/net-price-calculator,0,0,0,6417.0,115,0,27694,25811,0.935,,,0.5404040404,12293,26,False,True,True,False
Oliver Finley Academy of Cosmetology,Boise,ID,83714,oliverfinley.com/,oliverfinley.com/,0,0,0,6333.0,254,0,18493,26323,0.8071,,,0.4343065693,27088,24,False,True,True,False
National Career College,Panorama City,CA,91402,www.nccusa.edu/,https://nccusa.edu/financial-aid/,0,0,0,8645.0,292,0,25434,19347,0.6715,,,0.5664335664,13919,29,False,True,True,False
Aveda Institute-Chicago,Chicago,IL,60657,www.douglasj.edu/,douglasj.edu/calculators/,0,0,0,7917.0,93,0,25691,31369,0.7,,,0.3910891089,25473,25,False,True,True,False
Tricoci University of Beauty Culture-Libertyville,Libertyville,IL,60048,www.tricociuniversity.edu/,www.tricociuniversity.edu/admissions-financial-aid/beauty-school-calculator/,0,0,0,7307.0,185,0,21452,35650,0.8461,,,0.5302491103,25707,24,False,True,True,False
Tricoci University of Beauty Culture-Bridgeview,Bridgeview,IL,60455,www.tricociuniversity.edu/,www.tricociuniversity.edu/admissions-financial-aid/beauty-school-calculator/,0,0,0,7307.0,416,0,16163,25671,0.574,,,0.5310077519,17163,25,False,True,True,False
The Temple-A Paul Mitchell Partner School,Frederick,MD,21701,paulmitchell.edu/frederick,paulmitchell.edu/frederick/tuition-calculator,0,0,0,9833.0,169,0,29330,27891,0.641,,,0.4812030075,23125,24,False,True,True,False
Center for Massage,Asheville,NC,28801,centerformassage.com/,www.centerformassage.com/wp-content/uploads/2019/07/Massage-Therapy_Therapeutic-Massage-Gainful-Employment-Disclosure.htm,0,0,0,6333.0,49,0,17352,19244,0.8558,,,,15666,31,False,True,True,True
The Academy of Hair Design LLC,Oklahoma City,OK,73134-8055,www.academyofhairdesignok.com/,nces.ed.gov/ipeds/netpricecalculator/#/,0,0,0,16500.0,55,0,12153,23567,0.7027,,,0.476744186,16291,25,False,True,True,False
Toni & Guy Hairdressing Academy-Cranston,Cranston,RI,02920,https://rhodeisland.toniguy.edu/,toniguy.edu/net-price-calculator-rhode-island/,0,0,0,11000.0,130,0,19361,0,0.75,,,0.5306122449,27663,23,False,True,True,False
South Texas Training Center,San Benito,TX,78586,www.southtexastraining.com/,southtexastraining.com/net-price-calculator/,12370,12370,14714,3677.0,160,0,9297,29384,0.9624,,,0.7116788321,14220,24,False,True,True,False
Columbia College,Vienna,VA,22182,www.ccdc.edu/,www.ccdc.edu/netpricecal/npcalc.htm,0,0,0,7940.0,182,0,8921,22160,0.6215,,,0.6548672566,3102,40,False,True,True,False
Vermont College of Fine Arts,Montpelier,VT,05602,www.vcfa.edu/,www.vcfa.edu/admissions/tuition-scholarships-financial-aid/,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Advanced Welding Institute,South Burlington,VT,05403,www.awi.edu/,www.awi.edu/,0,0,0,13500.0,94,0,11715,0,0.981,,,,32123,24,False,True,True,True
Paul Mitchell the School-Memphis,Memphis,TN,38111,paulmitchell.edu/memphis,paulmitchell.edu/memphis/tuition-calculator,0,0,0,9833.0,232,0,20063,25306,0.4561,,,0.4888888889,20998,24,False,True,True,False
Pima Medical Institute-East Valley,Mesa,AZ,85209,https://pmi.edu/,https://secure.pmi.edu/npcalc/,0,0,0,9500.0,384,0,19095,38673,0.6363,,,0.5053929122,21596,26,False,True,True,False
Paul Mitchell the School-Cleveland,Twinsburg,OH,44087,paulmitchell.edu/cleveland,paulmitchell.edu/cleveland/tuition-calculator,0,0,0,9833.0,142,0,16553,31064,0.6759,,,0.5054945055,19634,24,False,True,True,False
Paul Mitchell the School-Columbus,Columbus,OH,43231,paulmitchell.edu/columbus,paulmitchell.edu/columbus/tuition-calculator,0,0,0,9833.0,143,0,16382,37609,0.7537,,,0.4279475983,23316,23,False,True,True,False
Empire Beauty School-Spring Lake Park,Spring Lake Park,MN,55432,www.empire.edu/,www.empire.edu/net-price-calculator,0,0,0,13000.0,95,0,16072,23925,0.4568,,,0.5524523161,14091,26,False,True,True,False
MediaTech Institute-Houston,Houston,TX,77042,https://www.mediatech.edu/,https://mediatech.edu/Calculator/,0,0,0,20000.0,73,0,17225,33293,0.5294,,,0.3645320197,18321,26,False,True,True,False
Miller-Motte College-Raleigh,Raleigh,NC,27604-6072,https://www.miller-motte.edu/,www.miller-motte.edu/NetPrice/Raleigh/,0,0,0,15917.0,166,0,21938,31102,0.4848,,,0.5862318841,16310,28,False,True,True,False
Lamson Institute,San Antonio,TX,78238,https://lamson.edu/,https://lamson.edu/net-price-calculator/,0,0,0,7853.0,390,0,22484,38015,0.7376,,,0.5595238095,19945,28,False,True,True,False
College of Hair Design-East Campus,Lincoln,NE,68526,collegeofhairdesign.com/,https://collegeofhairdesign.com/cosmetology.html,0,0,0,12000.0,117,0,14445,28376,0.8071,,,0.4444444444,24999,23,False,True,True,False
Fortis College-Salt Lake City,Salt Lake City,UT,84107,https://www.fortis.edu/,https://www.fortis.edu/content/dam/fortis/compliance/netpricecalc/npcalc-fortis_salt_lake_city.html,16255,16255,29150,13000.0,438,0,23689,34509,0.5429,,,0.5376106195,21456,30,False,True,True,False
Polytechnic University of Puerto Rico-Miami,Miami,FL,33166,www.pupr.edu/miami/,www.pupr.edu/miami/services/admissions/net-price-calculator/,13827,13827,0,22564.0,34,0,0,47540,,,,0.2195994278,18451,23,True,True,True,False
Polytechnic University of Puerto Rico-Orlando,Orlando,FL,32825,www.pupr.edu/orlando,https://www.pupr.edu/orlando/admissions/net-price-calculator/,13827,13827,23701,22564.0,115,0,18021,47540,,,,0.2195994278,18451,23,True,True,True,False
Ross Medical Education Center-Fort Wayne,Fort Wayne,IN,46805-1046,https://rosseducation.edu/,https://rosseducation.edu/consumer-info/#npc,0,0,0,9500.0,72,0,20019,30072,0.5266,,,0.5740378343,16513,27,False,True,True,False
Ross Medical Education Center-Battle Creek,Battle Creek,MI,49015-9393,https://rosseducation.edu/,https://rosseducation.edu/consumer-info/#npc,0,0,0,9500.0,36,0,17734,30060,0.6667,,,0.5271170314,16094,27,False,True,True,False
Geisinger Commonwealth School of Medicine,Scranton,PA,18509,https://www.geisinger.edu/education,https://www.geisinger.edu/education/admissions/financial-aid/debt-management-financial-planning,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Josef's School of Hair Skin & Body-Fargo,Fargo,ND,58103,www.josefsschoolofhairdesign.com/,www.josefsschoolofhairdesign.com/financial-aid/,0,0,0,7917.0,69,0,12657,27987,0.7188,,,0.3087248322,27728,25,False,True,True,False
Miller-Motte College-McCann-Allentown,Allentown,PA,18109,https://www.mccann.edu/,www.mccann.edu/NetPrice/Allentown/,0,0,0,15917.0,233,0,0,31102,0.5341,,,0.5862318841,16310,28,False,True,True,False
Salon Success Academy-Fontana,Fontana,CA,92335,www.salonsuccessacademy.com/,www.salonsuccessacademy.com/wp-content/uploads/2021/09/Fontana.html,0,0,0,7177.0,45,0,19450,22412,0.5,,,0.5130434783,14969,24,False,True,True,False
Salon Success Academy-Redlands,Redlands,CA,92373,www.salonsuccessacademy.com/,www.salonsuccessacademy.com/wp-content/uploads/2021/09/Redlands.html,0,0,0,7177.0,271,0,16924,22412,0.7358,,,0.5130434783,14969,24,False,True,True,False
Strayer University-West Virginia,Scott Depot,WV,25560,www.strayer.edu/campus-locations/west-virginia/teays-valley,https://strayer.aidcalc.cloud/netprice.htm,13515,13515,0,40621.0,288,0,0,40092,,,,0.5372940338,18178,33,True,True,True,False
Paul Mitchell the School-Baton Rouge,Baton Rouge,LA,70816,paulmitchell.edu/batonrouge,paulmitchell.edu/batonrouge/tuition-calculator,0,0,0,9833.0,169,0,14899,25699,0.6944,,,0.487755102,18821,23,False,True,True,False
San Joaquin Valley College-Hesperia,Hesperia,CA,92344-8086,www.sjvc.edu/,https://www.sjvc.edu/net-price-calculator,0,0,0,10674.0,374,0,24644,38317,0.5842,,,0.5905030559,15708,26,False,True,True,False
South Texas Vocational Technical Institute-Brownsville,Brownsville,TX,78521,https://www.stvt.edu/,https://www.stvt.edu/stvt-brownsville-calculator/,0,0,0,11593.0,247,0,20247,29737,0.5795,,,0.6805555556,13864,23,False,True,True,False
Miller-Motte College-STVT-Corpus Christi,Corpus Christi,TX,78416,https://www.stvt.edu/,https://www.stvt.edu/stvt-corpus-christi-calculator/,0,0,0,15917.0,320,0,23276,31102,0.6433,,,0.5862318841,16310,28,False,True,True,False
University of Minnesota-Rochester,Rochester,MN,55904,https://r.umn.edu/,https://www.shoppingsheet.com/Shopping/Landing/umn-rochester,13464,13464,26219,19500.0,617,5830,0,69020,0.5408,0.717,1190.0,0.1865601991,76028,20,False,False,False,False
Health And Style Institute,Greensboro,NC,27407,www.healthandstyle.edu/,healthandstyle.edu/net-price-calculator/,0,0,0,8444.0,1142,0,35041,23421,0.3881,,,0.4713804714,15146,28,False,True,True,False
CBT Technology Institute-Cutler Bay,Cutler Bay,FL,33157,www.cbt.edu/,www.cbt.edu/Net-Price-Calculator/npcalc.htm,13152,13152,24752,8550.0,61,0,18152,29534,0.8629,,,0.5826484018,8968,35,False,True,True,False
Capri Beauty College,New Lenox,IL,60451,capri.edu/,https://capri.edu/education/cosmetology-program/,0,0,0,9833.0,65,0,14984,26804,0.8788,,,0.4511278195,35881,23,False,True,True,False
Milan Institute-Bakersfield,Bakersfield,CA,93301,www.milaninstitute.edu/,solutions.campusivy.com/Apps/NPC/NPCWizard/Wizard?institutionId=12600,0,0,0,6333.0,432,0,20506,24879,0.3826,,,0.598810613,12561,26,False,True,True,False
Homestead Schools,Torrance,CA,90505,www.homesteadschools.net/,www.homesteadschools.net/VN/Homestead.NetPriceCalculator.htm,0,0,0,18040.0,180,0,14008,59398,0.8788,,,0.5348837209,27665,32,False,True,True,False
Carrington College-Las Vegas,Las Vegas,NV,89119,https://carrington.edu/,https://carrington.edu/financial-aid/how-much-will-it-cost/,0,0,0,9500.0,323,0,30112,36718,0.5,,,0.5548350719,16832,26,False,True,True,False
Carrington College-Reno,Reno,NV,89511,https://carrington.edu/,https://carrington.edu/financial-aid/how-much-will-it-cost/,0,0,0,15188.0,463,0,47232,43731,0.5762,,,0.4888457808,24244,28,False,True,True,False
Chamberlain University-Florida,Jacksonville,FL,32256,https://www.chamberlain.edu/,https://www.chamberlain.edu/admissions/financial-aid-scholarships/calculator,19629,19629,40545,20919.0,918,0,33717,92405,,0.9,,0.47309798,46046,33,True,False,True,False
Washington Barber College Inc,Little Rock,AR,72209-3820,www.washingtonbarbercollege.edu/,https://washingtonbarbercollege.edu/NetPriceTemplate/,0,0,0,14000.0,56,0,16801,8579,0.8571,,,0.5547945205,2597,28,False,True,True,False
InterCoast Colleges-Rancho Cordova,Rancho Cordova,CA,95827,https://www.intercoast.edu/,https://www.intercoast.edu/financial-services/,0,0,0,10313.0,120,0,22643,36089,0.7152,,,0.5428832117,13238,31,False,True,True,False
Horizon University,Indianapolis,IN,46236-2622,www.horizonuniversity.edu/,www.horizonuniversity.edu/netprice_calculator/npcalc.html,9840,9840,27996,13500.0,40,0,24748,65875,,,,,0,0,True,True,True,True
Beyond 21st Century Beauty Academy,Santa Fe Springs,CA,90670,beyondcosmo.com/,www.beyondcosmo.com/net-price-calculator-2,0,0,0,13500.0,122,0,0,25139,0.6744,,,0.7111111111,16488,25,False,True,True,False
Academy for Jewish Religion-California,Los Angeles,CA,90045,www.ajrca.edu/,www.ajrca.edu/,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Angeles College,Los Angeles,CA,90010,https://www.angelescollege.edu/,https://angelescollege.edu/npcalc.html,0,0,0,16522.0,365,0,22974,49108,0.914,,,0.7339449541,13405,38,False,True,True,False
Angeles Institute,ARTESIA,CA,90701-2713,www.angelesinstitute.edu/,angelesinstitutenetpricecalc.com/index.html,0,0,0,17238.0,97,0,25120,61195,0.3877,,,0.4210526316,21003,27,False,True,True,False
Paul Mitchell the School-Temecula,Temecula,CA,92591,paulmitchell.edu/temecula/,paulmitchell.edu/temecula/programs/cosmetology,0,0,0,12858.0,397,0,32370,22452,0.6815,,,0.4936386768,25291,23,False,True,True,False
TIGI Hairdressing Academy Guilford,Guilford,CT,06437,tigiguilford.edu/,tigiguilford.edu/net-price-calculator,0,0,0,9833.0,41,0,14214,0,0.5484,,,,38458,23,False,True,True,True
International Institute of Cosmetology,Wethersfield,CT,06109,www.studyhair.com/,www.studyhair.com/wp-content/uploads/npcalc.htm.html,0,0,0,9833.0,175,0,14948,0,0.75,,,0.4748201439,36962,22,False,True,True,False
Florida School of Traditional Midwifery,Gainesville,FL,32601,midwiferyschool.org/,www.fstm.edu/regulatory/npcalc.htm,0,0,0,38130.0,74,0,0,38933,,,,,11909,29,True,True,True,True
Emerald Coast Technical College,DeFuniak Springs,FL,32433,www.ectc.edu/,www.ectc.edu/net-price-calculator.html,0,0,0,13500.0,183,14417,0,36180,0.7708,,,0.5259259259,18374,29,False,True,True,False
Immokalee Technical College,Immokalee,FL,34142,www.itech.edu/,www.itech.edu/wp-content/uploads/2019/03/index.html,0,0,0,13500.0,147,5674,0,37652,0.7975,,,0.6576576577,22074,22,False,True,True,False
American Academy of Cosmetology,Orange Park,FL,32065,www.aacschool.com/,www.aacschool.com/,0,0,0,7638.0,112,0,14597,23985,0.92,,,0.5648148148,17261,28,False,True,True,False
University of Fort Lauderdale,Lauderhill,FL,33313,uftl.edu/,uftl.edu/UFTLFinancialAid.php,7410,7410,14929,13500.0,193,0,10922,38062,,,,0.46875,15890,29,True,True,True,False
Aviation Institute of Maintenance-Orlando,Casselberry,FL,32707,https://aviationmaintenance.edu/campuses/orlando-fl,https://aviationmaintenance.edu/your-rights,16757,16757,26755,31301.0,244,0,21289,53341,0.5965,,,0.3949044586,20566,27,False,True,True,False
Summit Salon Academy,Tampa,FL,33624,summitsalonacademytampa.com/,summitsalonacademytampa.com/net-price-calculator,0,0,0,7389.0,172,0,19632,27037,0.8375,,,0.4594594595,24573,25,False,True,True,False
Summit Salon Academy-Gainesville,Gainesville,FL,32607,www.ssag.edu/,www.ssag.edu/info/,0,0,0,11000.0,145,0,18173,27856,0.65,,,0.4516129032,16373,25,False,True,True,False
Tenaj Salon Institute,The Villages,FL,32162,www.tenajsaloninstitute.edu/,tenajsaloninstitute.edu/net-price-calculator/,0,0,0,13000.0,77,0,21689,25196,0.5714,,,0.5151515152,11723,26,False,True,True,False
Profile Institute of Barber-Styling,Atlanta,GA,30315,profileinstituteatl.com/,www.profileinstituteatl.com/npcalc.htm,0,0,0,13500.0,38,0,18507,25629,0.8096,,,0.4857142857,17104,31,False,True,True,False
